 -0.095; +1.021; -0.056
 -0.089; +1.012; -0.050
 -0.078; +1.014; -0.052
 -0.085; +1.010; -0.048
 -0.083; +1.017; -0.055
 -0.090; +1.023; -0.070
 -0.090; +1.020; -0.053
 -0.082; +1.015; -0.070
 -0.098; +1.010; -0.064
 -0.087; +1.014; -0.056
 -0.096; +1.023; -0.071
 -0.087; +1.022; -0.048
 -0.094; +1.026; -0.054
 -0.098; +1.015; -0.070
 -0.097; +1.015; -0.065
 -0.087; +1.010; -0.062
 -0.079; +1.012; -0.068
 -0.091; +1.016; -0.065
 -0.101; +1.017; -0.057
 -0.084; +1.015; -0.063
 -0.085; +1.014; -0.062
 -0.096; +1.012; -0.079
 -0.093; +1.014; -0.071
 -0.096; +1.018; -0.063
 -0.097; +1.019; -0.068
 -0.088; +1.012; -0.083
 -0.095; +1.018; -0.068
 -0.089; +1.015; -0.091
 -0.091; +1.013; -0.077
 -0.081; +1.016; -0.061
 -0.087; +1.004; -0.068
 -0.093; +1.011; -0.077
 -0.083; +1.011; -0.077
 -0.093; +1.009; -0.075
 -0.082; +1.013; -0.067
 -0.089; +1.010; -0.069
 -0.086; +1.014; -0.076
 -0.091; +1.016; -0.070
 -0.091; +1.013; -0.072
 -0.089; +1.007; -0.072
 -0.089; +1.011; -0.082
 -0.084; +1.021; -0.062
 -0.082; +1.013; -0.073
 -0.078; +1.014; -0.075
 -0.079; +1.007; -0.058
 -0.083; +1.015; -0.081
 -0.091; +1.018; -0.082
 -0.083; +1.005; -0.103
 -0.083; +1.016; -0.072
 -0.082; +1.016; -0.075
 -0.083; +1.011; -0.098
 -0.081; +1.016; -0.074
 -0.083; +1.010; -0.085
 -0.068; +1.010; -0.074
 -0.080; +1.021; -0.080
 -0.086; +1.020; -0.070
 -0.085; +1.007; -0.077
 -0.079; +1.018; -0.062
 -0.069; +1.012; -0.076
 -0.079; +1.018; -0.082
 -0.076; +1.011; -0.080
 -0.071; +1.017; -0.084
 -0.087; +1.015; -0.066
 -0.085; +1.020; -0.068
 -0.075; +1.022; -0.069
 -0.071; +1.016; -0.066
 -0.076; +1.018; -0.071
 -0.072; +1.013; -0.079
 -0.071; +1.022; -0.055
 -0.066; +1.012; -0.066
 -0.079; +1.015; -0.073
 -0.078; +1.024; -0.071
 -0.070; +1.018; -0.047
 -0.069; +1.013; -0.065
 -0.080; +1.022; -0.053
 -0.081; +1.013; -0.055
 -0.069; +1.020; -0.070
 -0.075; +1.016; -0.069
 -0.071; +1.015; -0.065
 -0.071; +1.017; -0.068
 -0.074; +1.012; -0.066
 -0.073; +1.021; -0.074
 -0.073; +1.013; -0.056
 -0.077; +1.012; -0.066
 -0.065; +1.031; -0.063
 -0.077; +1.016; -0.063
 -0.076; +1.018; -0.068
 -0.070; +1.014; -0.062
 -0.082; +1.013; -0.066
 -0.083; +1.021; -0.061
 -0.088; +1.014; -0.063
 -0.083; +1.017; -0.052
 -0.077; +1.021; -0.047
 -0.086; +1.026; -0.070
 -0.085; +1.025; -0.051
 -0.083; +1.020; -0.052
 -0.082; +1.013; -0.046
 -0.086; +1.020; -0.057
 -0.086; +1.015; -0.055
 -0.087; +1.015; -0.053
 -0.080; +1.011; -0.065
 -0.083; +1.019; -0.047
 -0.092; +1.019; -0.054
 -0.088; +1.021; -0.051
 -0.093; +1.021; -0.056
 -0.088; +1.020; -0.046
 -0.091; +1.016; -0.059
 -0.083; +1.028; -0.061
 -0.096; +1.017; -0.044
 -0.092; +1.019; -0.048
 -0.089; +1.025; -0.063
 -0.089; +1.019; -0.063
 -0.096; +1.029; -0.066
 -0.093; +1.029; -0.055
 -0.087; +1.017; -0.064
 -0.098; +1.021; -0.058
 -0.096; +1.017; -0.045
 -0.090; +1.013; -0.047
 -0.099; +1.024; -0.048
 -0.099; +1.017; -0.060
 -0.083; +1.016; -0.057
 -0.100; +1.015; -0.048
 -0.106; +1.015; -0.057
 -0.100; +1.030; -0.045
 -0.091; +1.021; -0.055
 -0.089; +1.018; -0.054
 -0.094; +1.025; -0.057
 -0.097; +1.025; -0.050
 -0.087; +1.015; -0.075
 -0.098; +1.023; -0.063
 -0.088; +1.010; -0.061
 -0.093; +1.021; -0.043
 -0.091; +1.023; -0.044
 -0.094; +1.010; -0.045
 -0.097; +1.025; -0.046
 -0.089; +1.023; -0.070
 -0.090; +1.027; -0.041
 -0.085; +1.019; -0.057
 -0.085; +1.012; -0.053
 -0.087; +1.028; -0.045
 -0.086; +1.019; -0.055
 -0.083; +1.010; -0.052
 -0.083; +1.019; -0.055
 -0.082; +1.020; -0.067
 -0.083; +1.024; -0.056
 -0.087; +1.015; -0.054
 -0.082; +1.016; -0.057
 -0.080; +1.018; -0.057
 -0.085; +1.025; -0.063
 -0.091; +1.016; -0.058
 -0.085; +1.021; -0.061
 -0.087; +1.020; -0.057
 -0.085; +1.013; -0.062
 -0.090; +1.028; -0.065
 -0.080; +1.011; -0.057
 -0.080; +1.021; -0.042
 -0.085; +1.013; -0.066
 -0.100; +1.022; -0.064
 -0.089; +1.027; -0.053
 -0.086; +1.013; -0.067
 -0.083; +1.016; -0.063
 -0.076; +1.013; -0.085
 -0.083; +1.017; -0.056
 -0.089; +1.024; -0.064
 -0.079; +1.018; -0.058
 -0.086; +1.020; -0.063
 -0.083; +1.029; -0.064
 -0.079; +1.010; -0.074
 -0.073; +1.016; -0.051
 -0.083; +1.016; -0.069
 -0.083; +1.013; -0.076
 -0.084; +1.017; -0.071
 -0.082; +1.012; -0.082
 -0.072; +1.018; -0.066
 -0.074; +1.019; -0.072
 -0.073; +1.014; -0.065
 -0.084; +1.021; -0.054
 -0.073; +1.018; -0.062
 -0.077; +1.019; -0.068
 -0.064; +1.021; -0.064
 -0.078; +1.014; -0.065
 -0.068; +1.015; -0.080
 -0.082; +1.019; -0.076
 -0.090; +1.014; -0.066
 -0.073; +1.014; -0.060
 -0.077; +1.017; -0.062
 -0.083; +1.021; -0.067
 -0.078; +1.029; -0.072
 -0.086; +1.017; -0.068
 -0.087; +1.011; -0.078
 -0.088; +1.023; -0.069
 -0.075; +1.016; -0.070
 -0.074; +1.018; -0.073
 -0.082; +1.024; -0.066
 -0.083; +1.021; -0.073
 -0.079; +1.019; -0.055
 -0.083; +1.018; -0.068
 -0.086; +1.023; -0.059
 -0.077; +1.026; -0.066
 -0.078; +1.019; -0.072
 -0.090; +1.015; -0.062
 -0.087; +1.016; -0.063
 -0.083; +1.019; -0.049
 -0.091; +1.015; -0.053
 -0.083; +1.028; -0.081
 -0.094; +1.022; -0.065
 -0.094; +1.015; -0.057
 -0.101; +1.017; -0.053
 -0.094; +1.025; -0.066
 -0.097; +1.009; -0.061
 -0.089; +1.013; -0.046
 -0.080; +1.014; -0.054
 -0.101; +1.018; -0.057
 -0.090; +1.022; -0.052
 -0.103; +1.019; -0.066
 -0.093; +1.017; -0.058
 -0.096; +1.022; -0.039
 -0.097; +1.021; -0.070
 -0.093; +1.021; -0.053
 -0.096; +1.016; -0.052
 -0.079; +1.012; -0.059
 -0.080; +1.021; -0.064
 -0.085; +1.018; -0.054
 -0.085; +1.018; -0.036
 -0.088; +1.021; -0.048
 -0.080; +1.017; -0.059
 -0.082; +1.023; -0.056
 -0.083; +1.012; -0.052
 -0.096; +1.019; -0.060
 -0.096; +1.011; -0.053
 -0.086; +1.022; -0.061
 -0.096; +1.019; -0.045
 -0.083; +1.019; -0.053
 -0.085; +1.020; -0.040
 -0.085; +1.023; -0.054
 -0.083; +1.024; -0.041
 -0.083; +1.018; -0.049
 -0.085; +1.017; -0.047
 -0.089; +1.028; -0.047
 -0.094; +1.019; -0.059
 -0.082; +1.016; -0.038
 -0.087; +1.016; -0.047
 -0.089; +1.018; -0.063
 -0.104; +1.015; -0.042
 -0.091; +1.017; -0.061
 -0.090; +1.019; -0.061
 -0.107; +1.017; -0.062
 -0.095; +1.021; -0.065
 -0.081; +1.018; -0.063
 -0.093; +1.018; -0.054
 -0.092; +1.025; -0.045
 -0.096; +1.020; -0.062
 -0.098; +1.021; -0.056
 -0.094; +1.025; -0.063
 -0.093; +1.009; -0.053
 -0.096; +1.018; -0.058
 -0.104; +1.017; -0.057
 -0.090; +1.019; -0.063
 -0.097; +1.021; -0.048
 -0.098; +1.022; -0.070
 -0.100; +1.016; -0.060
 -0.086; +1.021; -0.056
 -0.089; +1.016; -0.060
 -0.087; +1.019; -0.048
 -0.101; +1.020; -0.048
 -0.093; +1.013; -0.063
 -0.098; +1.008; -0.051
 -0.094; +1.012; -0.054
 -0.093; +1.018; -0.059
 -0.074; +1.014; -0.064
 -0.085; +1.015; -0.066
 -0.087; +1.013; -0.068
 -0.077; +1.014; -0.064
 -0.077; +1.017; -0.063
 -0.089; +1.023; -0.074
 -0.087; +1.014; -0.063
 -0.077; +1.022; -0.071
 -0.082; +1.012; -0.051
 -0.083; +1.023; -0.070
 -0.080; +1.014; -0.073
 -0.076; +1.018; -0.061
 -0.080; +1.014; -0.073
 -0.069; +1.025; -0.076
 -0.073; +1.017; -0.078
 -0.075; +1.019; -0.077
 -0.071; +1.020; -0.062
 -0.073; +1.024; -0.064
 -0.072; +1.019; -0.071
 -0.074; +1.013; -0.066
 -0.071; +1.016; -0.067
 -0.068; +1.024; -0.075
 -0.069; +1.017; -0.067
 -0.073; +1.021; -0.073
 -0.071; +1.020; -0.087
 -0.067; +1.018; -0.068
 -0.064; +1.019; -0.048
 -0.076; +1.017; -0.057
 -0.075; +1.021; -0.062
 -0.067; +1.019; -0.064
 -0.069; +1.016; -0.081
 -0.073; +1.012; -0.064
 -0.079; +1.031; -0.055
 -0.064; +1.013; -0.062
 -0.065; +1.020; -0.056
 -0.068; +1.011; -0.075
 -0.079; +1.010; -0.058
 -0.067; +1.020; -0.073
 -0.072; +1.015; -0.073
 -0.064; +1.012; -0.073
 -0.075; +1.015; -0.087
 -0.070; +1.010; -0.068
 -0.079; +1.006; -0.074
 -0.081; +1.010; -0.070
 -0.084; +1.015; -0.071
 -0.079; +1.007; -0.070
 -0.089; +0.989; -0.054
 -0.090; +0.984; -0.090
 -0.078; +0.997; -0.068
 -0.082; +1.002; -0.065
 -0.091; +0.983; -0.046
 -0.082; +0.994; -0.058
 -0.073; +0.985; -0.057
 -0.097; +0.998; -0.069
 -0.085; +0.995; -0.063
 -0.081; +1.002; -0.054
 -0.086; +1.002; -0.042
 -0.086; +1.000; -0.057
 -0.079; +0.997; -0.054
 -0.081; +1.001; -0.064
 -0.081; +1.016; -0.078
 -0.076; +1.014; -0.062
 -0.083; +1.019; -0.063
 -0.079; +1.009; -0.070
 -0.088; +1.021; -0.062
 -0.080; +1.022; -0.051
 -0.072; +1.021; -0.058
 -0.087; +1.021; -0.065
 -0.088; +1.022; -0.062
 -0.072; +1.023; -0.055
 -0.085; +1.024; -0.065
 -0.076; +1.020; -0.070
 -0.068; +1.025; -0.061
 -0.086; +1.039; -0.072
 -0.076; +1.042; -0.066
 -0.075; +1.037; -0.046
 -0.085; +1.047; -0.060
 -0.077; +1.040; -0.053
 -0.082; +1.042; -0.057
 -0.087; +1.037; -0.052
 -0.083; +1.031; -0.059
 -0.094; +1.022; -0.066
 -0.096; +1.030; -0.070
 -0.085; +1.028; -0.051
 -0.090; +1.035; -0.063
 -0.101; +1.034; -0.075
 -0.090; +1.028; -0.058
 -0.096; +1.037; -0.049
 -0.108; +1.028; -0.083
 -0.094; +1.028; -0.057
 -0.094; +1.026; -0.063
 -0.103; +1.025; -0.070
 -0.104; +1.032; -0.047
 -0.104; +1.025; -0.070
 -0.114; +1.031; -0.071
 -0.100; +1.022; -0.071
 -0.092; +1.019; -0.074
 -0.104; +1.021; -0.063
 -0.118; +1.020; -0.052
 -0.112; +1.011; -0.054
 -0.105; +1.015; -0.072
 -0.115; +1.014; -0.054
 -0.106; +1.011; -0.056
 -0.114; +1.011; -0.045
 -0.099; +1.013; -0.041
 -0.110; +1.013; -0.057
 -0.104; +1.018; -0.053
 -0.101; +1.006; -0.058
 -0.110; +1.016; -0.060
 -0.107; +1.021; -0.051
 -0.099; +1.016; -0.057
 -0.109; +1.009; -0.044
 -0.103; +1.021; -0.057
 -0.097; +1.011; -0.049
 -0.100; +1.015; -0.056
 -0.096; +1.025; -0.061
 -0.075; +1.013; -0.063
